"","Invoice","InvoiceDate","InvoiceTotal","Country","CountryCount","CountryMean"
"4742","502637",40262.6868055556,545.98,"United Kingdom",17612,421.005902963888
"4743","502638",40262.6895833333,357.91,"United Kingdom",17612,421.005902963888
"4744","502643",40262.6965277778,41.85,"United Kingdom",17612,421.005902963888
"4745","502648",40262.7013888889,935.36,"United Kingdom",17612,421.005902963888
"4746","502653",40262.7069444444,312.46,"United Kingdom",17612,421.005902963888
"4747","502659",40262.7125,82.2,"United Kingdom",17612,421.005902963888
"4748","502660",40262.7208333333,112.24,"United Kingdom",17612,421.005902963888
"4749","502661",40262.7215277778,250.45,"United Kingdom",17612,421.005902963888
"4750","502662",40262.7229166667,119.84,"United Kingdom",17612,421.005902963888
"4751","502663",40262.7284722222,146.68,"Netherlands",135,1991.00740740741
"4752","502664",40262.7319444444,209.93,"United Kingdom",17612,421.005902963888
"4753","502665",40262.7347222222,46.2,"United Kingdom",17612,421.005902963888
"4754","502667",40262.79375,17.91,"United Kingdom",17612,421.005902963888
"4755","502668",40262.7958333333,0.84,"United Kingdom",17612,421.005902963888
"4756","502669",40263.36875,724.25,"United Kingdom",17612,421.005902963888
"4757","502670",40263.3819444444,200.63,"United Kingdom",17612,421.005902963888
"4758","502671",40263.4013888889,403.28,"United Kingdom",17612,421.005902963888
"4759","502672",40263.4034722222,19.8,"Germany",347,583.271818443804
"4760","502673",40263.4069444444,833.2,"EIRE",316,1126.85193037975
"4761","502674",40263.4152777778,272.95,"United Kingdom",17612,421.005902963888
"4762","502675",40263.4180555556,174.2,"United Kingdom",17612,421.005902963888
"4763","502677",40263.4305555556,352.77,"United Kingdom",17612,421.005902963888
"4764","502692",40263.4673611111,1708.2,"United Kingdom",17612,421.005902963888
"4765","502716",40263.4722222222,914.17,"United Kingdom",17612,421.005902963888
"4766","502721",40263.4729166667,383.75,"United Kingdom",17612,421.005902963888
"4767","502723",40263.4743055556,870,"United Kingdom",17612,421.005902963888
"4768","502724",40263.4763888889,286.58,"United Kingdom",17612,421.005902963888
"4769","502725",40263.4763888889,307.98,"United Kingdom",17612,421.005902963888
"4770","502728",40263.4840277778,299.75,"United Kingdom",17612,421.005902963888
"4771","502730",40263.4875,20.4,"United Kingdom",17612,421.005902963888
"4772","502733",40263.4972222222,280.6,"United Kingdom",17612,421.005902963888
"4773","502734",40263.4993055556,485.52,"United Kingdom",17612,421.005902963888
"4774","502735",40263.5034722222,146.68,"Netherlands",135,1991.00740740741
"4775","502736",40263.5041666667,14.85,"United Kingdom",17612,421.005902963888
"4776","502738",40263.5055555556,131.68,"Netherlands",135,1991.00740740741
"4777","502739",40263.5131944444,409.2,"United Kingdom",17612,421.005902963888
"4778","502740",40263.5159722222,303.55,"United Kingdom",17612,421.005902963888
"4779","502743",40263.5180555556,175.5,"United Kingdom",17612,421.005902963888
"4780","502745",40263.5291666667,81.4,"United Kingdom",17612,421.005902963888
"4781","502747",40263.54375,798.55,"United Kingdom",17612,421.005902963888
"4782","502748",40263.5451388889,465.51,"United Kingdom",17612,421.005902963888
"4783","502749",40263.5472222222,187.14,"United Kingdom",17612,421.005902963888
"4784","502751",40263.5506944444,102.54,"United Kingdom",17612,421.005902963888
"4785","502752",40263.5611111111,90.15,"United Kingdom",17612,421.005902963888
"4786","502753",40263.5625,194.8,"United Kingdom",17612,421.005902963888
"4787","502755",40263.56875,67.25,"United Kingdom",17612,421.005902963888
"4788","502756",40263.5708333333,501.36,"United Kingdom",17612,421.005902963888
"4789","502757",40263.5722222222,285.84,"United Kingdom",17612,421.005902963888
"4790","502758",40263.5729166667,4865.7,"Netherlands",135,1991.00740740741
"4791","502759",40263.5736111111,3208.44,"Netherlands",135,1991.00740740741
"4792","502760",40263.5743055556,816,"Netherlands",135,1991.00740740741
"4793","502761",40263.5763888889,128.22,"United Kingdom",17612,421.005902963888
"4794","502762",40263.5798611111,219.4,"United Kingdom",17612,421.005902963888
"4795","502763",40263.58125,292.47,"United Kingdom",17612,421.005902963888
"4796","502765",40263.5840277778,84.37,"United Kingdom",17612,421.005902963888
"4797","502764",40263.5840277778,2021.23,"Germany",347,583.271818443804
"4798","502768",40263.5944444444,181.7,"United Kingdom",17612,421.005902963888
"4799","502771",40263.6034722222,2585.75,"United Kingdom",17612,421.005902963888
"4800","502772",40263.6048611111,120,"United Kingdom",17612,421.005902963888
"4801","502779",40263.6097222222,274.05,"United Kingdom",17612,421.005902963888
"4802","502781",40263.6111111111,45.6,"United Kingdom",17612,421.005902963888
"4803","502784",40263.61875,780.92,"United Kingdom",17612,421.005902963888
"4804","502785",40263.6215277778,181.58,"United Kingdom",17612,421.005902963888
"4805","502792",40263.6305555556,205.35,"United Kingdom",17612,421.005902963888
"4806","502794",40263.6465277778,312.88,"United Kingdom",17612,421.005902963888
"4807","502796",40263.6472222222,362.56,"United Kingdom",17612,421.005902963888
"4808","502795",40263.6472222222,132.88,"United Kingdom",17612,421.005902963888
"4809","502799",40263.6784722222,259.08,"United Kingdom",17612,421.005902963888
"4810","502798",40263.6784722222,162.4,"United Kingdom",17612,421.005902963888
"4811","502810",40263.725,155.33,"United Kingdom",17612,421.005902963888
"4812","502811",40265.4256944444,290.95,"United Kingdom",17612,421.005902963888
"4813","502812",40265.4361111111,226.3,"United Kingdom",17612,421.005902963888
"4814","502813",40265.4395833333,201.13,"United Kingdom",17612,421.005902963888
"4815","502814",40265.4395833333,397.54,"United Kingdom",17612,421.005902963888
"4816","502815",40265.4409722222,376.2,"United Kingdom",17612,421.005902963888
"4817","502816",40265.4520833333,299,"United Kingdom",17612,421.005902963888
"4818","502817",40265.4541666667,139.94,"United Kingdom",17612,421.005902963888
"4819","502818",40265.4597222222,112.23,"United Kingdom",17612,421.005902963888
"4820","502819",40265.4611111111,63.72,"United Kingdom",17612,421.005902963888
"4821","502820",40265.4631944444,941.42,"United Kingdom",17612,421.005902963888
"4822","502821",40265.4645833333,70.2,"United Kingdom",17612,421.005902963888
"4823","502822",40265.4715277778,118,"United Kingdom",17612,421.005902963888
"4824","502823",40265.4722222222,1290.28,"United Kingdom",17612,421.005902963888
"4825","502824",40265.4777777778,127.65,"United Kingdom",17612,421.005902963888
"4826","502825",40265.4791666667,463.62,"United Kingdom",17612,421.005902963888
"4827","502826",40265.4847222222,722.17,"United Kingdom",17612,421.005902963888
"4828","502827",40265.4895833333,439.62,"United Kingdom",17612,421.005902963888
"4829","502828",40265.5125,293.5,"United Kingdom",17612,421.005902963888
"4830","502829",40265.5138888889,392.59,"United Kingdom",17612,421.005902963888
"4831","502830",40265.5152777778,131.25,"United Kingdom",17612,421.005902963888
"4832","502831",40265.5180555556,30,"United Kingdom",17612,421.005902963888
"4833","502832",40265.5236111111,197.78,"United Kingdom",17612,421.005902963888
"4834","502833",40265.525,924.54,"United Kingdom",17612,421.005902963888
"4835","502835",40265.5298611111,382.2,"United Kingdom",17612,421.005902963888
"4836","502834",40265.5298611111,95.78,"United Kingdom",17612,421.005902963888
"4837","502836",40265.5305555556,156.74,"United Kingdom",17612,421.005902963888
"4838","502837",40265.5361111111,307.25,"United Kingdom",17612,421.005902963888
"4839","502838",40265.5381944444,210.47,"United Kingdom",17612,421.005902963888
"4840","502839",40265.5486111111,1017.96,"United Kingdom",17612,421.005902963888
"4841","502840",40265.5541666667,334.87,"United Kingdom",17612,421.005902963888
"4842","502841",40265.55625,144.35,"United Kingdom",17612,421.005902963888
"4843","502842",40265.5631944444,153.55,"United Kingdom",17612,421.005902963888
"4844","502843",40265.5666666667,656.72,"United Kingdom",17612,421.005902963888
"4845","502844",40265.5680555556,1031.37,"United Kingdom",17612,421.005902963888
"4846","502845",40265.5694444444,351.69,"United Kingdom",17612,421.005902963888
"4847","502846",40265.5708333333,153.55,"United Kingdom",17612,421.005902963888
"4848","502847",40265.5743055556,379.04,"United Kingdom",17612,421.005902963888
"4849","502848",40265.5861111111,742.41,"United Kingdom",17612,421.005902963888
"4850","502850",40265.5958333333,28.9,"United Kingdom",17612,421.005902963888
"4851","502851",40265.6013888889,253.45,"United Kingdom",17612,421.005902963888
"4852","502852",40265.6055555556,213.15,"United Kingdom",17612,421.005902963888
"4853","502853",40265.6159722222,826.87,"United Kingdom",17612,421.005902963888
"4854","502854",40265.6166666667,190.53,"United Kingdom",17612,421.005902963888
"4855","502855",40265.6201388889,292.44,"United Kingdom",17612,421.005902963888
"4856","502856",40265.6284722222,364.47,"United Kingdom",17612,421.005902963888
"4857","502857",40265.6326388889,309.99,"United Kingdom",17612,421.005902963888
"4858","502858",40265.6333333333,250.26,"United Kingdom",17612,421.005902963888
"4859","502859",40265.6333333333,309.3,"United Kingdom",17612,421.005902963888
"4860","502860",40265.6340277778,106.96,"United Kingdom",17612,421.005902963888
"4861","502861",40265.6361111111,256.83,"United Kingdom",17612,421.005902963888
"4862","502862",40265.6479166667,359.46,"United Kingdom",17612,421.005902963888
"4863","502863",40265.6527777778,1162.95,"United Kingdom",17612,421.005902963888
"4864","502864",40265.6541666667,415.71,"United Kingdom",17612,421.005902963888
"4865","502865",40265.6555555556,271.05,"United Kingdom",17612,421.005902963888
"4866","502866",40265.65625,186.23,"United Kingdom",17612,421.005902963888
"4867","502867",40265.6652777778,284.64,"United Kingdom",17612,421.005902963888
"4868","502868",40265.6694444444,181.89,"United Kingdom",17612,421.005902963888
"4869","502869",40265.6756944444,523.53,"United Kingdom",17612,421.005902963888
"4870","502870",40265.6784722222,1406.43,"United Kingdom",17612,421.005902963888
"4871","502871",40266.4083333333,367.69,"United Kingdom",17612,421.005902963888
"4872","502873",40266.4215277778,381,"United Kingdom",17612,421.005902963888
"4873","502874",40266.4222222222,348.47,"United Kingdom",17612,421.005902963888
"4874","502875",40266.4236111111,243,"United Kingdom",17612,421.005902963888
"4875","502876",40266.4340277778,1110,"United Kingdom",17612,421.005902963888
"4876","502877",40266.4347222222,861.6,"United Kingdom",17612,421.005902963888
"4877","502880",40266.4423611111,574.19,"United Kingdom",17612,421.005902963888
"4878","502881",40266.4430555556,288.57,"United Kingdom",17612,421.005902963888
"4879","502882",40266.4451388889,890.4,"United Kingdom",17612,421.005902963888
"4880","502883",40266.4472222222,2121.36,"United Kingdom",17612,421.005902963888
"4881","502884",40266.4548611111,637.11,"United Kingdom",17612,421.005902963888
"4882","502885",40266.4555555556,197.79,"United Kingdom",17612,421.005902963888
"4883","502886",40266.4694444444,749.28,"United Kingdom",17612,421.005902963888
"4884","502887",40266.4777777778,7090.8,"United Kingdom",17612,421.005902963888
"4885","502888",40266.48125,1652.4,"United Kingdom",17612,421.005902963888
"4886","502889",40266.4847222222,461.76,"United Kingdom",17612,421.005902963888
"4887","502890",40266.4861111111,74,"United Kingdom",17612,421.005902963888
"4888","502891",40266.4868055556,173.67,"United Kingdom",17612,421.005902963888
"4889","502892",40266.4875,164.47,"United Kingdom",17612,421.005902963888
"4890","502893",40266.4881944444,401.65,"United Kingdom",17612,421.005902963888
"4891","502895",40266.4923611111,317.61,"United Kingdom",17612,421.005902963888
"4892","502896",40266.4923611111,325.85,"United Kingdom",17612,421.005902963888
"4893","502897",40266.4965277778,292.95,"United Kingdom",17612,421.005902963888
"4894","502898",40266.5006944444,270.95,"United Kingdom",17612,421.005902963888
"4895","502901",40266.5131944444,940.52,"United Kingdom",17612,421.005902963888
"4896","502902",40266.5222222222,315.4,"United Kingdom",17612,421.005902963888
"4897","502905",40266.5354166667,306,"United Kingdom",17612,421.005902963888
"4898","502906",40266.5361111111,1045.44,"United Kingdom",17612,421.005902963888
"4899","502908",40266.54375,1.45,"United Kingdom",17612,421.005902963888
"4900","502909",40266.5444444444,350.1,"United Kingdom",17612,421.005902963888
"4901","502911",40266.5458333333,228.67,"United Kingdom",17612,421.005902963888
"4902","502912",40266.5479166667,579.6,"United Kingdom",17612,421.005902963888
"4903","502913",40266.5486111111,415.14,"United Kingdom",17612,421.005902963888
"4904","502914",40266.55625,41.25,"United Kingdom",17612,421.005902963888
"4905","502915",40266.5666666667,265.14,"United Kingdom",17612,421.005902963888
"4906","502916",40266.56875,236.55,"United Kingdom",17612,421.005902963888
"4907","502917",40266.5715277778,147.3,"United Kingdom",17612,421.005902963888
"4908","502918",40266.5722222222,29.95,"United Kingdom",17612,421.005902963888
"4909","502919",40266.5736111111,359.44,"United Kingdom",17612,421.005902963888
"4910","502920",40266.5798611111,142.12,"United Kingdom",17612,421.005902963888
"4911","502921",40266.58125,52.84,"Spain",66,721.233636363636
"4912","502922",40266.5861111111,198.95,"United Kingdom",17612,421.005902963888
"4913","502923",40266.5875,1.25,"Spain",66,721.233636363636
"4914","502924",40266.59375,285.41,"United Kingdom",17612,421.005902963888
"4915","502925",40266.5965277778,238.07,"United Kingdom",17612,421.005902963888
"4916","502954",40266.6159722222,848.68,"United Kingdom",17612,421.005902963888
"4917","502968",40266.6194444444,728.39,"United Kingdom",17612,421.005902963888
"4918","502991",40266.6229166667,918.5,"United Kingdom",17612,421.005902963888
"4919","503024",40266.6270833333,499.51,"United Kingdom",17612,421.005902963888
"4920","503046",40266.6395833333,375.6,"United Kingdom",17612,421.005902963888
"4921","503048",40266.6486111111,437.9,"United Kingdom",17612,421.005902963888
"4922","503049",40266.6513888889,123.1,"United Kingdom",17612,421.005902963888
"4923","503058",40266.6583333333,313.7,"United Kingdom",17612,421.005902963888
"4924","503059",40266.6763888889,169.25,"United Kingdom",17612,421.005902963888
"4925","503060",40266.6861111111,487.35,"United Kingdom",17612,421.005902963888
"4926","503062",40266.7,208.17,"United Kingdom",17612,421.005902963888
"4927","503063",40266.7201388889,308.85,"United Kingdom",17612,421.005902963888
"4928","503064",40266.7388888889,215.92,"United Kingdom",17612,421.005902963888
"4929","503065",40267.3784722222,138.7,"United Kingdom",17612,421.005902963888
"4930","503066",40267.3972222222,630.35,"United Kingdom",17612,421.005902963888
"4931","503067",40267.4076388889,1430.37,"EIRE",316,1126.85193037975
"4932","503068",40267.4347222222,239.08,"United Kingdom",17612,421.005902963888
"4933","503069",40267.4381944444,905.16,"United Kingdom",17612,421.005902963888
"4934","503070",40267.4506944444,369.3,"United Kingdom",17612,421.005902963888
"4935","503071",40267.4548611111,702.32,"United Kingdom",17612,421.005902963888
"4936","503072",40267.4569444444,146.9,"United Kingdom",17612,421.005902963888
"4937","503073",40267.4659722222,75,"United Kingdom",17612,421.005902963888
"4938","503074",40267.4680555556,494.48,"United Kingdom",17612,421.005902963888
"4939","503106",40267.4833333333,117,"United Kingdom",17612,421.005902963888
"4940","503116",40267.4854166667,68.25,"United Kingdom",17612,421.005902963888
"4941","503143",40267.5048611111,301.8,"United Kingdom",17612,421.005902963888
"4942","503144",40267.5090277778,323.71,"United Kingdom",17612,421.005902963888
"4943","503146",40267.5111111111,365.1,"United Kingdom",17612,421.005902963888
"4944","503147",40267.5111111111,26.75,"United Kingdom",17612,421.005902963888
"4945","503148",40267.5118055556,359.95,"United Kingdom",17612,421.005902963888
"4946","503149",40267.5118055556,142.28,"United Kingdom",17612,421.005902963888
"4947","503150",40267.5152777778,97.97,"United Kingdom",17612,421.005902963888
"4948","503151",40267.5180555556,2429.42,"United Kingdom",17612,421.005902963888
"4949","503152",40267.51875,316.56,"United Kingdom",17612,421.005902963888
"4950","503153",40267.5201388889,397.4,"United Kingdom",17612,421.005902963888
"4951","503154",40267.5208333333,90.4,"United Kingdom",17612,421.005902963888
"4952","503155",40267.5243055556,1104.94,"United Kingdom",17612,421.005902963888
"4953","503156",40267.525,253.21,"United Kingdom",17612,421.005902963888
"4954","503157",40267.5277777778,275.21,"United Kingdom",17612,421.005902963888
"4955","503158",40267.5347222222,30.1,"United Kingdom",17612,421.005902963888
"4956","503159",40267.5402777778,362.77,"United Kingdom",17612,421.005902963888
"4957","503160",40267.5416666667,123.28,"United Kingdom",17612,421.005902963888
"4958","503162",40267.55,167.4,"United Kingdom",17612,421.005902963888
"4959","503163",40267.5506944444,1652.22,"United Kingdom",17612,421.005902963888
"4960","503164",40267.5520833333,326.29,"United Kingdom",17612,421.005902963888
"4961","503165",40267.5548611111,1180.92,"United Kingdom",17612,421.005902963888
"4962","503167",40267.5583333333,92.16,"United Kingdom",17612,421.005902963888
"4963","503168",40267.5604166667,408,"United Kingdom",17612,421.005902963888
"4964","503169",40267.5645833333,227.95,"United Kingdom",17612,421.005902963888
"4965","503170",40267.5659722222,104.5,"United Kingdom",17612,421.005902963888
"4966","503171",40267.5666666667,374.18,"United Kingdom",17612,421.005902963888
"4967","503172",40267.5680555556,143.07,"United Kingdom",17612,421.005902963888
"4968","503174",40267.58125,308.7,"United Kingdom",17612,421.005902963888
"4969","503177",40267.5854166667,1.65,"United Kingdom",17612,421.005902963888
"4970","503178",40267.5861111111,673.28,"United Kingdom",17612,421.005902963888
"4971","503179",40267.5868055556,684.12,"United Kingdom",17612,421.005902963888
"4972","503180",40267.5930555556,412.49,"United Kingdom",17612,421.005902963888
"4973","503181",40267.5993055556,214.11,"United Kingdom",17612,421.005902963888
"4974","503183",40267.6013888889,1254.22,"United Kingdom",17612,421.005902963888
"4975","503184",40267.6027777778,299.2,"United Kingdom",17612,421.005902963888
"4976","503186",40267.6159722222,6051.45,"United Kingdom",17612,421.005902963888
"4977","503187",40267.6208333333,110.7,"United Kingdom",17612,421.005902963888
"4978","503188",40267.6236111111,43.5,"United Kingdom",17612,421.005902963888
"4979","503189",40267.6263888889,171.9,"United Kingdom",17612,421.005902963888
"4980","503190",40267.6291666667,99,"United Kingdom",17612,421.005902963888
"4981","503192",40267.6388888889,1038.35,"United Kingdom",17612,421.005902963888
"4982","503193",40267.6395833333,307.9,"United Kingdom",17612,421.005902963888
"4983","503194",40267.6395833333,750,"United Kingdom",17612,421.005902963888
"4984","503195",40267.6423611111,156.87,"United Kingdom",17612,421.005902963888
"4985","503197",40267.6513888889,306.75,"United Kingdom",17612,421.005902963888
"4986","503198",40267.6527777778,107.58,"United Kingdom",17612,421.005902963888
"4987","503204",40267.6583333333,328.67,"United Kingdom",17612,421.005902963888
"4988","503217",40267.6784722222,23.4,"United Kingdom",17612,421.005902963888
"4989","503220",40267.6833333333,132.52,"United Kingdom",17612,421.005902963888
"4990","503226",40267.6944444444,976.08,"United Kingdom",17612,421.005902963888
"4991","503230",40267.7034722222,128.3,"United Kingdom",17612,421.005902963888
"4992","503234",40267.7152777778,339.17,"United Kingdom",17612,421.005902963888
"4993","503235",40267.7256944444,397.39,"United Kingdom",17612,421.005902963888
"4994","503236",40267.7298611111,13.2,"United Kingdom",17612,421.005902963888
"4995","503237",40267.73125,258.45,"United Kingdom",17612,421.005902963888
"4996","503241",40268.4027777778,389.81,"United Kingdom",17612,421.005902963888
"4997","503242",40268.4041666667,476.84,"United Kingdom",17612,421.005902963888
"4998","503243",40268.4048611111,502.8,"United Kingdom",17612,421.005902963888
"4999","503244",40268.4090277778,169.69,"United Kingdom",17612,421.005902963888
"5000","503245",40268.4111111111,389.49,"United Kingdom",17612,421.005902963888
"5001","503246",40268.4166666667,433.53,"United Kingdom",17612,421.005902963888
"5002","503247",40268.4201388889,357,"United Kingdom",17612,421.005902963888
"5003","503248",40268.4236111111,282,"United Kingdom",17612,421.005902963888
"5004","503250",40268.4354166667,349.2,"United Kingdom",17612,421.005902963888
"5005","503251",40268.4388888889,342.65,"United Kingdom",17612,421.005902963888
"5006","503252",40268.4444444444,179.61,"United Kingdom",17612,421.005902963888
"5007","503253",40268.4451388889,187.99,"United Kingdom",17612,421.005902963888
"5008","503255",40268.4506944444,181.15,"United Kingdom",17612,421.005902963888
"5009","503256",40268.4513888889,305.76,"United Kingdom",17612,421.005902963888
"5010","503258",40268.4541666667,16.44,"United Kingdom",17612,421.005902963888
"5011","503259",40268.4645833333,390.69,"United Kingdom",17612,421.005902963888
"5012","503260",40268.4659722222,416.85,"United Kingdom",17612,421.005902963888
"5013","503265",40268.4770833333,472.89,"United Kingdom",17612,421.005902963888
"5014","503268",40268.4798611111,121.68,"United Kingdom",17612,421.005902963888
"5015","503277",40268.48125,118.8,"United Kingdom",17612,421.005902963888
"5016","503293",40268.4854166667,312.51,"United Kingdom",17612,421.005902963888
"5017","503295",40268.4861111111,572.31,"United Kingdom",17612,421.005902963888
"5018","503328",40268.4965277778,63.15,"United Kingdom",17612,421.005902963888
"5019","503329",40268.4979166667,212.65,"United Kingdom",17612,421.005902963888
"5020","503330",40268.4986111111,174.14,"United Kingdom",17612,421.005902963888
"5021","503331",40268.5111111111,342.37,"United Kingdom",17612,421.005902963888
"5022","503332",40268.5131944444,382.55,"United Kingdom",17612,421.005902963888
"5023","503334",40268.5145833333,612,"United Kingdom",17612,421.005902963888
"5024","503333",40268.5145833333,393.62,"United Kingdom",17612,421.005902963888
"5025","503335",40268.5152777778,308.61,"United Kingdom",17612,421.005902963888
"5026","503336",40268.5159722222,152.5,"United Kingdom",17612,421.005902963888
"5027","503337",40268.5194444444,337.78,"United Kingdom",17612,421.005902963888
"5028","503338",40268.5201388889,190.95,"United Kingdom",17612,421.005902963888
"5029","503339",40268.5305555556,117.54,"United Kingdom",17612,421.005902963888
"5030","503340",40268.5361111111,473.59,"United Kingdom",17612,421.005902963888
"5031","503341",40268.5395833333,560.14,"United Kingdom",17612,421.005902963888
"5032","503342",40268.5479166667,253.88,"United Kingdom",17612,421.005902963888
"5033","503343",40268.5486111111,169.8,"United Kingdom",17612,421.005902963888
"5034","503344",40268.5520833333,128.59,"United Kingdom",17612,421.005902963888
"5035","503345",40268.5534722222,227.19,"United Kingdom",17612,421.005902963888
"5036","503346",40268.5569444444,65.73,"United Kingdom",17612,421.005902963888
"5037","503347",40268.5576388889,22.15,"United Kingdom",17612,421.005902963888
"5038","503349",40268.5618055556,1576.18,"United Kingdom",17612,421.005902963888
"5039","503348",40268.5618055556,52.51,"United Kingdom",17612,421.005902963888
"5040","503351",40268.5638888889,79.95,"United Kingdom",17612,421.005902963888
"5041","503350",40268.5638888889,421.45,"United Kingdom",17612,421.005902963888
"5042","503352",40268.5645833333,1400.26,"United Kingdom",17612,421.005902963888
"5043","503353",40268.56875,1062.84,"United Kingdom",17612,421.005902963888
"5044","503354",40268.5694444444,215.3,"United Kingdom",17612,421.005902963888
"5045","503356",40268.5694444444,617.06,"United Kingdom",17612,421.005902963888
"5046","503355",40268.5694444444,300.87,"United Kingdom",17612,421.005902963888
"5047","503358",40268.5708333333,305,"United Kingdom",17612,421.005902963888
"5048","503359",40268.5729166667,17.4,"United Kingdom",17612,421.005902963888
"5049","503360",40268.5847222222,121.85,"United Kingdom",17612,421.005902963888
"5050","503361",40268.5854166667,318.98,"United Kingdom",17612,421.005902963888
"5051","503362",40268.5888888889,254.92,"United Kingdom",17612,421.005902963888
"5052","503363",40268.5916666667,150.3,"United Kingdom",17612,421.005902963888
"5053","503365",40268.5958333333,76.23,"United Kingdom",17612,421.005902963888
"5054","503379",40268.6048611111,110.3,"United Kingdom",17612,421.005902963888
"5055","503391",40268.625,228.96,"United Kingdom",17612,421.005902963888
"5056","503394",40268.6402777778,299.34,"United Kingdom",17612,421.005902963888
"5057","503395",40268.6458333333,300.35,"United Kingdom",17612,421.005902963888
"5058","503397",40268.6513888889,1262.75,"United Kingdom",17612,421.005902963888
"5059","503398",40268.6541666667,356.23,"United Kingdom",17612,421.005902963888
"5060","503401",40268.6881944444,2174.84,"United Kingdom",17612,421.005902963888
"5061","503402",40268.7173611111,287.9,"United Kingdom",17612,421.005902963888
"5062","503427",40268.7284722222,545.48,"United Kingdom",17612,421.005902963888
"5063","503430",40269.3256944444,817.25,"United Kingdom",17612,421.005902963888
"5064","503431",40269.35625,324.6,"United Kingdom",17612,421.005902963888
"5065","503432",40269.3569444444,486.8,"United Kingdom",17612,421.005902963888
"5066","503433",40269.3631944444,389.95,"Germany",347,583.271818443804
"5067","503434",40269.3645833333,651.48,"United Kingdom",17612,421.005902963888
"5068","503435",40269.3770833333,571.76,"United Kingdom",17612,421.005902963888
"5069","503436",40269.4097222222,476.36,"Germany",347,583.271818443804
"5070","503437",40269.4118055556,266.93,"United Kingdom",17612,421.005902963888
"5071","503438",40269.4201388889,245.76,"Belgium",52,472.251538461538
"5072","503439",40269.4277777778,627.8,"Germany",347,583.271818443804
"5073","503441",40269.4368055556,300.05,"United Kingdom",17612,421.005902963888
"5074","503442",40269.4395833333,202.2,"United Kingdom",17612,421.005902963888
"5075","503443",40269.4402777778,323.87,"United Kingdom",17612,421.005902963888
"5076","503444",40269.4416666667,632.28,"United Kingdom",17612,421.005902963888
"5077","503445",40269.45,540.08,"United Kingdom",17612,421.005902963888
"5078","503447",40269.45625,700.47,"United Kingdom",17612,421.005902963888
"5079","503448",40269.4694444444,524.39,"United Kingdom",17612,421.005902963888
"5080","503449",40269.4736111111,126.5,"United Kingdom",17612,421.005902963888
"5081","503450",40269.4847222222,77.5,"United Kingdom",17612,421.005902963888
"5082","503452",40269.4916666667,315.69,"United Kingdom",17612,421.005902963888
"5083","503455",40269.4916666667,355.38,"United Kingdom",17612,421.005902963888
"5084","503461",40269.49375,326.65,"United Kingdom",17612,421.005902963888
"5085","503472",40269.4965277778,216.3,"United Kingdom",17612,421.005902963888
"5086","503469",40269.4965277778,34,"United Kingdom",17612,421.005902963888
"5087","503470",40269.4965277778,391.8,"United Kingdom",17612,421.005902963888
"5088","503479",40269.4979166667,119.4,"United Kingdom",17612,421.005902963888
"5089","503496",40269.5048611111,215.5,"United Kingdom",17612,421.005902963888
"5090","503497",40269.5048611111,15,"United Kingdom",17612,421.005902963888
"5091","503498",40269.5069444444,409.31,"United Kingdom",17612,421.005902963888
"5092","503499",40269.5180555556,396.06,"United Kingdom",17612,421.005902963888
"5093","503503",40269.5208333333,714,"France",236,619.55686440678
"5094","503507",40269.5229166667,360.76,"United Kingdom",17612,421.005902963888
"5095","503515",40269.5375,199.97,"United Kingdom",17612,421.005902963888
"5096","503516",40269.5388888889,162.1,"United Kingdom",17612,421.005902963888
"5097","503517",40269.5423611111,379.2,"United Kingdom",17612,421.005902963888
"5098","503531",40269.5534722222,222.11,"Germany",347,583.271818443804
"5099","503532",40269.5555555556,727.49,"Germany",347,583.271818443804
"5100","503533",40269.5583333333,304.8,"United Kingdom",17612,421.005902963888
"5101","503534",40269.5611111111,151.46,"United Kingdom",17612,421.005902963888
"5102","503535",40269.5645833333,303.39,"United Kingdom",17612,421.005902963888
"5103","503536",40269.5791666667,479.81,"United Kingdom",17612,421.005902963888
"5104","503537",40269.5819444444,207.95,"United Kingdom",17612,421.005902963888
"5105","503538",40269.5861111111,170.12,"United Kingdom",17612,421.005902963888
"5106","503539",40269.5930555556,266.85,"United Kingdom",17612,421.005902963888
"5107","503540",40269.59375,126.51,"United Kingdom",17612,421.005902963888
"5108","503541",40269.5958333333,363.56,"United Kingdom",17612,421.005902963888
"5109","503542",40269.5965277778,2831.66,"Netherlands",135,1991.00740740741
"5110","503543",40269.5993055556,235.19,"United Kingdom",17612,421.005902963888
"5111","503545",40269.6173611111,313.1,"United Kingdom",17612,421.005902963888
"5112","503546",40269.61875,303.1,"United Kingdom",17612,421.005902963888
"5113","503547",40269.6194444444,864.8,"United Kingdom",17612,421.005902963888
"5114","503548",40269.6243055556,298.88,"United Kingdom",17612,421.005902963888
"5115","503550",40269.6354166667,285.6,"United Kingdom",17612,421.005902963888
"5116","503551",40269.6361111111,210.86,"United Kingdom",17612,421.005902963888
"5117","503568",40269.6513888889,300.66,"United Kingdom",17612,421.005902963888
"5118","503570",40269.6527777778,128.51,"United Kingdom",17612,421.005902963888
"5119","503569",40269.6527777778,428.24,"United Kingdom",17612,421.005902963888
"5120","503572",40269.6569444444,441.55,"United Kingdom",17612,421.005902963888
"5121","503573",40269.6756944444,232.92,"United Kingdom",17612,421.005902963888
"5122","503575",40269.6909722222,541.95,"United Kingdom",17612,421.005902963888
