"","Invoice","InvoiceDate","InvoiceTotal","Country"
"1252","492399",40163.6465277778,320.65,"United Kingdom"
"1253","492401",40163.6513888889,324.87,"United Kingdom"
"1254","492403",40163.65625,276.5,"United Kingdom"
"1255","492404",40163.65625,98.3,"United Kingdom"
"1256","492405",40163.6583333333,255.37,"United Kingdom"
"1257","492406",40163.6645833333,597.5,"United Kingdom"
"1258","492407",40163.6680555556,278.07,"United Kingdom"
"1259","492408",40163.6694444444,133,"United Kingdom"
"1260","492409",40163.6715277778,189.31,"United Kingdom"
"1261","492410",40163.6736111111,781.1,"United Kingdom"
"1262","492412",40163.6833333333,136.2,"United Kingdom"
"1263","492413",40163.6840277778,295.64,"United Kingdom"
"1264","492415",40163.7125,904.38,"United Kingdom"
"1265","492417",40163.7236111111,220.07,"United Kingdom"
"1266","492418",40163.7270833333,3416.72,"United Kingdom"
"1267","492419",40163.7319444444,426.09,"United Kingdom"
"1268","492421",40163.7361111111,125.95,"United Kingdom"
"1269","492423",40163.7395833333,124.57,"United Kingdom"
"1270","492424",40163.7395833333,3.75,"United Kingdom"
"1271","492426",40164.3590277778,301.02,"United Kingdom"
"1272","492427",40164.3604166667,342.55,"United Kingdom"
"1273","492428",40164.3715277778,447.53,"United Kingdom"
"1274","492429",40164.38125,1425.3,"United Kingdom"
"1275","492430",40164.4055555556,100.8,"United Kingdom"
"1276","492431",40164.4125,353,"United Kingdom"
"1277","492432",40164.4131944444,273.88,"United Kingdom"
"1278","492433",40164.4222222222,176.4,"United Kingdom"
"1279","492434",40164.4284722222,589.34,"United Kingdom"
"1280","492435",40164.4305555556,140.9,"United Kingdom"
"1281","492436",40164.4319444444,329.58,"United Kingdom"
"1282","492437",40164.4354166667,323.78,"United Kingdom"
"1283","492438",40164.4375,164.59,"United Kingdom"
"1284","492439",40164.44375,1952.64,"Spain"
"1285","492440",40164.4527777778,295.55,"United Kingdom"
"1286","492441",40164.45625,435.45,"United Kingdom"
"1287","492442",40164.4569444444,323,"United Kingdom"
"1288","492443",40164.4576388889,366.62,"United Kingdom"
"1289","492444",40164.4625,171.26,"United Kingdom"
"1290","492445",40164.4631944444,1594.85,"United Kingdom"
"1291","492446",40164.4659722222,589.4,"Switzerland"
"1292","492449",40164.475,120.15,"United Kingdom"
"1293","492448",40164.475,699.08,"United Kingdom"
"1294","492465",40164.48125,193.85,"United Kingdom"
"1295","492462",40164.48125,233.94,"United Kingdom"
"1296","492472",40164.4847222222,172.07,"United Kingdom"
"1297","492484",40164.4881944444,176.71,"United Kingdom"
"1298","492499",40164.4923611111,400.76,"United Kingdom"
"1299","492500",40164.4923611111,6.6,"United Kingdom"
"1300","492512",40164.4951388889,199.19,"United Kingdom"
"1301","492516",40164.4986111111,226.74,"United Kingdom"
"1302","492517",40164.4993055556,233.4,"United Kingdom"
"1303","492518",40164.5006944444,809.62,"United Kingdom"
"1304","492519",40164.5027777778,299.65,"United Kingdom"
"1305","492520",40164.5083333333,420.41,"United Kingdom"
"1306","492521",40164.51875,71.4,"United Kingdom"
"1307","492522",40164.5208333333,160.83,"United Kingdom"
"1308","492524",40164.5215277778,391.44,"United Kingdom"
"1309","492525",40164.5222222222,74.94,"United Kingdom"
"1310","492526",40164.5236111111,7.8,"United Kingdom"
"1311","492527",40164.5270833333,437.96,"United Kingdom"
"1312","492528",40164.5291666667,302.06,"United Kingdom"
"1313","492529",40164.5319444444,433.96,"United Kingdom"
"1314","492530",40164.5340277778,2.95,"United Kingdom"
"1315","492534",40164.5465277778,78.33,"United Kingdom"
"1316","492535",40164.5479166667,286.04,"United Kingdom"
"1317","492536",40164.5513888889,343.96,"United Kingdom"
"1318","492537",40164.5520833333,411.7,"United Kingdom"
"1319","492538",40164.5534722222,255.15,"United Kingdom"
"1320","492539",40164.5659722222,252.59,"United Kingdom"
"1321","492540",40164.5666666667,256.66,"United Kingdom"
"1322","492542",40164.5680555556,88.28,"United Kingdom"
"1323","492544",40164.5722222222,96,"United Kingdom"
"1324","492545",40164.5770833333,139,"United Kingdom"
"1325","492546",40164.5840277778,141,"United Kingdom"
"1326","492547",40164.5888888889,424.3,"United Kingdom"
"1327","492549",40164.59375,339.9,"United Kingdom"
"1328","492571",40164.5986111111,310.7,"United Kingdom"
"1329","492578",40164.6090277778,319.5,"United Kingdom"
"1330","492579",40164.6097222222,1707.48,"United Kingdom"
"1331","492580",40164.6131944444,144.51,"United Kingdom"
"1332","492581",40164.6263888889,251.3,"United Kingdom"
"1333","492582",40164.6270833333,322.6,"United Kingdom"
"1334","492583",40164.6291666667,263.9,"United Kingdom"
"1335","492585",40164.6430555556,754.75,"United Kingdom"
"1336","492588",40164.6479166667,348.2,"United Kingdom"
"1337","492589",40164.6506944444,95.4,"United Kingdom"
"1338","492591",40164.6520833333,282.3,"United Kingdom"
"1339","492592",40164.6534722222,799.3,"United Kingdom"
"1340","492593",40164.6555555556,208.66,"United Kingdom"
"1341","492594",40164.6569444444,117.35,"United Kingdom"
"1342","492635",40164.6791666667,729.12,"United Kingdom"
"1343","492640",40164.6930555556,421.4,"United Kingdom"
"1344","492641",40164.6965277778,162.8,"United Kingdom"
"1345","492643",40164.7069444444,234.54,"United Kingdom"
"1346","492644",40164.7194444444,950.04,"United Kingdom"
"1347","492650",40164.7381944444,803.25,"EIRE"
"1348","492652",40164.7402777778,184.44,"United Kingdom"
"1349","492659",40164.7458333333,173.22,"United Kingdom"
"1350","492680",40164.7638888889,157.43,"United Kingdom"
"1351","492684",40164.7743055556,144.6,"United Kingdom"
"1352","492687",40164.7784722222,10.1,"United Kingdom"
"1353","492705",40164.8208333333,429.8,"United Kingdom"
"1354","492707",40164.8291666667,133.34,"United Kingdom"
"1355","492708",40165.3861111111,428.44,"United Kingdom"
"1356","492710",40165.4152777778,608.4,"United Kingdom"
"1357","492711",40165.4229166667,6.75,"Germany"
"1358","492713",40165.4243055556,6.75,"Germany"
"1359","492714",40165.4333333333,351.69,"United Kingdom"
"1360","492716",40165.4340277778,205.47,"Germany"
"1361","492717",40165.4465277778,458.2,"United Kingdom"
"1362","492718",40165.4493055556,22.5,"United Kingdom"
"1363","492720",40165.4513888889,896.85,"United Kingdom"
"1364","492722",40165.4548611111,1,"United Kingdom"
"1365","492723",40165.45625,8.4,"United Kingdom"
"1366","492724",40165.4576388889,8370.08,"Netherlands"
"1367","492726",40165.4604166667,294,"United Kingdom"
"1368","492727",40165.4652777778,567,"United Kingdom"
"1369","492728",40165.4708333333,622.48,"United Kingdom"
"1370","492729",40165.4805555556,366.58,"United Kingdom"
"1371","492730",40165.4819444444,64.17,"United Kingdom"
"1372","492731",40165.4854166667,290.65,"United Kingdom"
"1373","492732",40165.4993055556,486,"United Kingdom"
"1374","492733",40165.5020833333,376,"United Kingdom"
"1375","492734",40165.5027777778,70.8,"United Kingdom"
"1376","492735",40165.5041666667,668.65,"United Kingdom"
"1377","492736",40165.5131944444,102.75,"United Kingdom"
"1378","492737",40165.5145833333,356.95,"United Kingdom"
"1379","492738",40165.5159722222,1010.55,"United Kingdom"
"1380","492741",40165.51875,3.75,"United Kingdom"
"1381","492740",40165.51875,1839.6,"United Kingdom"
"1382","492742",40165.5229166667,1636.43,"Cyprus"
"1383","492743",40165.5298611111,143.7,"United Kingdom"
"1384","492744",40165.5305555556,75,"Australia"
"1385","492745",40165.5409722222,310.01,"United Kingdom"
"1386","492747",40165.54375,187.55,"United Kingdom"
"1387","492749",40165.5659722222,757.45,"EIRE"
"1388","492750",40165.56875,285.3,"United Kingdom"
"1389","492751",40165.5736111111,316.59,"United Kingdom"
"1390","492752",40165.5743055556,1.95,"United Kingdom"
"1391","492753",40165.575,779.04,"EIRE"
"1392","492761",40165.5986111111,664.65,"EIRE"
"1393","492760",40165.5986111111,180.3,"United Kingdom"
"1394","492762",40165.5993055556,914.24,"United Kingdom"
"1395","492763",40165.6027777778,307.91,"United Kingdom"
"1396","492764",40165.6048611111,498.5,"United Kingdom"
"1397","492765",40165.6208333333,495.65,"United Kingdom"
"1398","492766",40165.6263888889,211.36,"United Kingdom"
"1399","492767",40165.6270833333,340.5,"United Kingdom"
"1400","492768",40165.6291666667,316.54,"United Kingdom"
"1401","492769",40165.6305555556,272,"United Kingdom"
"1402","492770",40165.6444444444,86.46,"United Kingdom"
"1403","492771",40165.6451388889,101.04,"United Kingdom"
"1404","492772",40165.6493055556,131.25,"United Kingdom"
"1405","492773",40165.6493055556,914.16,"United Kingdom"
"1406","492774",40165.6569444444,314.44,"United Kingdom"
"1407","492775",40165.6645833333,312.6,"United Kingdom"
"1408","492776",40165.6694444444,410.42,"United Kingdom"
"1409","492777",40165.6708333333,207.71,"United Kingdom"
"1410","492778",40165.6756944444,376.85,"United Kingdom"
"1411","492779",40165.6916666667,107.3,"United Kingdom"
"1412","492780",40165.7055555556,3.9,"United Kingdom"
"1413","492781",40165.70625,646.3,"United Kingdom"
"1414","492784",40165.725,403.56,"United Kingdom"
"1415","492785",40165.7291666667,485.4,"United Kingdom"
"1416","492792",40167.4222222222,330.05,"United Kingdom"
"1417","492793",40167.4256944444,313.83,"United Kingdom"
"1418","492794",40167.4451388889,310.72,"United Kingdom"
"1419","492795",40167.4465277778,158.6,"United Kingdom"
"1420","492796",40167.4666666667,153.2,"United Kingdom"
"1421","492797",40167.4701388889,353.25,"United Kingdom"
"1422","492798",40167.4756944444,193.53,"United Kingdom"
"1423","492799",40167.4833333333,511.14,"United Kingdom"
"1424","492800",40167.4930555556,243,"United Kingdom"
"1425","492801",40167.5027777778,254.54,"United Kingdom"
"1426","492803",40167.5041666667,383.86,"United Kingdom"
"1427","492804",40167.5069444444,264.64,"United Kingdom"
"1428","492806",40167.5145833333,756.15,"United Kingdom"
"1429","492805",40167.5145833333,243.65,"United Kingdom"
"1430","492807",40167.5194444444,342.82,"United Kingdom"
"1431","492808",40167.5222222222,464.56,"United Kingdom"
"1432","492809",40167.5243055556,316.83,"United Kingdom"
"1433","492810",40167.5326388889,602.4,"United Kingdom"
"1434","492811",40167.5423611111,226.54,"United Kingdom"
"1435","492812",40167.5479166667,554,"United Kingdom"
"1436","492813",40167.5513888889,622.65,"United Kingdom"
"1437","492814",40167.5534722222,412.62,"United Kingdom"
"1438","492815",40167.5611111111,111.68,"United Kingdom"
"1439","492816",40167.5625,330.6,"Germany"
"1440","492817",40167.5673611111,199.13,"United Kingdom"
"1441","492818",40167.5743055556,259.15,"United Kingdom"
"1442","492819",40167.6069444444,913.15,"United Kingdom"
"1443","492820",40167.6111111111,192.09,"United Kingdom"
"1444","492822",40167.6145833333,46.8,"United Kingdom"
"1445","492823",40167.6243055556,379.72,"United Kingdom"
"1446","492824",40167.625,3.37,"United Kingdom"
"1447","492830",40167.6513888889,975.06,"France"
"1448","492832",40168.375,321.88,"United Kingdom"
"1449","492834",40168.40625,367.8,"United Kingdom"
"1450","492836",40168.4236111111,200,"United Kingdom"
"1451","492837",40168.4319444444,633.22,"United Kingdom"
"1452","492839",40168.4638888889,673.12,"United Kingdom"
"1453","492840",40168.4673611111,107.1,"United Kingdom"
"1454","492841",40168.4680555556,7.95,"United Kingdom"
"1455","492842",40168.4798611111,607,"United Kingdom"
"1456","492843",40168.4847222222,456,"United Kingdom"
"1457","492869",40168.49375,122.25,"United Kingdom"
"1458","492875",40168.4944444444,270,"United Kingdom"
"1459","492878",40168.4951388889,266.7,"United Kingdom"
"1460","492891",40168.5013888889,318.66,"United Kingdom"
"1461","492929",40168.5118055556,371.55,"United Kingdom"
"1462","492935",40168.5125,74.1,"United Kingdom"
"1463","492940",40168.5138888889,209.4,"United Kingdom"
"1464","492942",40168.5263888889,305.95,"United Kingdom"
"1465","492943",40168.5444444444,7112.68,"EIRE"
"1466","492944",40168.5541666667,138.75,"France"
"1467","492945",40168.5618055556,308.34,"United Kingdom"
"1468","492948",40168.60625,154.65,"United Kingdom"
"1469","492949",40168.6194444444,66.48,"United Kingdom"
"1470","492950",40168.6194444444,801.43,"Germany"
"1471","492951",40168.6291666667,433.99,"United Kingdom"
"1472","492953",40168.6388888889,487.3,"United Kingdom"
"1473","492954",40168.6402777778,178.5,"United Kingdom"
"1474","492975",40168.65,50.25,"United Kingdom"
"1475","492993",40168.6625,30.64,"United Kingdom"
"1476","493050",40168.6833333333,122.3,"United Kingdom"
"1477","493052",40168.6888888889,303.85,"United Kingdom"
"1478","493053",40168.6902777778,66.2,"United Kingdom"
"1479","493069",40169.3895833333,196.75,"United Kingdom"
"1480","493071",40169.3993055556,398.7,"United Kingdom"
"1481","493076",40169.4090277778,24.45,"United Kingdom"
"1482","493077",40169.4097222222,313.6,"United Kingdom"
"1483","493139",40169.4805555556,581.45,"United Kingdom"
"1484","493157",40169.4868055556,212.21,"United Kingdom"
"1485","493181",40169.5006944444,3284.88,"United Kingdom"
"1486","493183",40169.5020833333,568.51,"Austria"
"1487","493187",40169.5034722222,192.42,"United Kingdom"
"1488","493188",40169.5263888889,22.96,"United Kingdom"
"1489","493189",40169.5291666667,68.14,"United Kingdom"
"1490","493200",40169.5569444444,66.01,"United Kingdom"
"1491","493257",40169.59375,1072.44,"United Kingdom"
"1492","493258",40169.5965277778,2872.04,"United Kingdom"
"1493","493266",40169.6284722222,136.3,"United Kingdom"
"1494","493300",40169.6416666667,131.8,"United Kingdom"
"1495","493301",40169.6506944444,179.46,"United Kingdom"
"1496","493302",40169.6520833333,21.51,"United Kingdom"
"1497","493303",40169.6527777778,12.72,"United Kingdom"
"1498","493304",40169.6541666667,21.4,"United Kingdom"
"1499","493308",40169.6784722222,324.99,"United Kingdom"
"1500","493325",40170.33125,701.2,"United Kingdom"
"1501","493326",40170.3888888889,799.92,"United Kingdom"
"1502","493360",40170.4284722222,113.12,"United Kingdom"
"1503","493371",40170.4541666667,352.05,"United Kingdom"
"1504","493372",40170.4729166667,643.7,"United Kingdom"
"1505","493375",40170.5048611111,163.2,"United Kingdom"
"1506","493376",40170.5125,1.95,"United Kingdom"
"1507","493393",40170.5416666667,2565.83,"Spain"
"1508","493395",40170.5701388889,2583.23,"Spain"
"1509","493398",40170.5965277778,66.9,"United Kingdom"
"1510","493399",40170.6076388889,879.72,"United Kingdom"
"1511","493407",40170.6694444444,24.6,"United Kingdom"
"1512","493409",40170.7069444444,612,"United Kingdom"
"1513","493410",40182.3916666667,22.5,"United Kingdom"
"1514","493412",40182.4118055556,22.5,"United Kingdom"
"1515","493414",40182.4361111111,290.2,"United Kingdom"
"1516","493427",40182.4465277778,264.38,"United Kingdom"
"1517","493428",40182.46875,230.9,"United Kingdom"
"1518","493432",40182.5208333333,481.38,"United Kingdom"
"1519","493433",40182.5354166667,405.3,"United Kingdom"
"1520","493434",40182.5375,1021.02,"United Kingdom"
"1521","493435",40182.5395833333,797.65,"United Kingdom"
"1522","493436",40182.54375,3000.24,"United Kingdom"
"1523","493437",40182.5486111111,758.4,"United Kingdom"
"1524","493438",40182.55,360,"United Kingdom"
"1525","493439",40182.5590277778,2021.72,"United Kingdom"
"1526","493442",40182.5666666667,309.2,"United Kingdom"
"1527","493443",40182.56875,567.5,"United Kingdom"
"1528","493444",40182.5743055556,211.29,"United Kingdom"
"1529","493446",40182.5833333333,189.68,"United Kingdom"
"1530","493463",40182.6020833333,30.37,"United Kingdom"
"1531","493467",40182.6034722222,415.85,"United Kingdom"
"1532","493536",40182.6451388889,412.17,"United Kingdom"
"1533","493537",40182.6479166667,660,"United Kingdom"
"1534","493540",40182.6534722222,165,"United Kingdom"
"1535","493542",40182.6743055556,118.75,"United Kingdom"
"1536","493543",40182.6868055556,425.06,"United Kingdom"
"1537","493546",40182.7104166667,136.28,"United Kingdom"
"1538","493565",40182.7354166667,133.2,"United Kingdom"
"1539","493566",40183.3743055556,316.7,"United Kingdom"
"1540","493568",40183.3861111111,644.58,"United Kingdom"
"1541","493569",40183.3951388889,279.11,"United Kingdom"
"1542","493571",40183.4215277778,135.25,"United Kingdom"
"1543","493573",40183.4291666667,364.04,"United Kingdom"
"1544","493574",40183.4298611111,531.72,"United Kingdom"
"1545","493575",40183.4486111111,302.2,"United Kingdom"
"1546","493577",40183.4694444444,311.42,"United Kingdom"
"1547","493609",40183.4784722222,42,"United Kingdom"
"1548","493613",40183.4798611111,510,"United Kingdom"
"1549","493619",40183.4819444444,309.46,"United Kingdom"
"1550","493666",40183.5041666667,585.85,"United Kingdom"
"1551","493667",40183.5090277778,974.39,"United Kingdom"
"1552","493670",40183.5138888889,614.05,"United Kingdom"
"1553","493671",40183.5173611111,757.1,"United Kingdom"
"1554","493672",40183.5180555556,464.37,"United Kingdom"
"1555","493685",40183.5298611111,906.23,"United Kingdom"
"1556","493695",40183.5576388889,386.93,"United Kingdom"
"1557","493696",40183.5638888889,2054.79,"United Kingdom"
"1558","493699",40183.5715277778,256.7,"United Kingdom"
"1559","493700",40183.5729166667,255.05,"United Kingdom"
"1560","493701",40183.5819444444,714.05,"United Kingdom"
"1561","493702",40183.5881944444,1600,"United Kingdom"
"1562","493703",40183.5888888889,1560,"United Kingdom"
"1563","493704",40183.5916666667,346.75,"United Kingdom"
"1564","493706",40183.6055555556,848.75,"United Kingdom"
"1565","493707",40183.6395833333,588.31,"United Kingdom"
"1566","493708",40183.6451388889,980.63,"United Kingdom"
"1567","493709",40183.6631944444,442.44,"United Kingdom"
"1568","493710",40183.6694444444,118.1,"United Kingdom"
"1569","493715",40183.6930555556,167.27,"United Kingdom"
"1570","493716",40183.7013888889,468.56,"United Kingdom"
"1571","493717",40183.7215277778,299.34,"United Kingdom"
"1572","493718",40184.40625,421.16,"United Kingdom"
"1573","493719",40184.4284722222,627.91,"United Kingdom"
"1574","493720",40184.4305555556,551.45,"United Kingdom"
"1575","493721",40184.4534722222,151.1,"United Kingdom"
"1576","493722",40184.4569444444,1640.58,"United Kingdom"
"1577","493738",40184.5,586.16,"United Kingdom"
"1578","493739",40184.5111111111,689.82,"United Kingdom"
"1579","493755",40184.5243055556,57.6,"United Kingdom"
"1580","493757",40184.5472222222,635.85,"United Kingdom"
"1581","493759",40184.5805555556,754.81,"United Kingdom"
"1582","493760",40184.5972222222,30.45,"United Kingdom"
"1583","493761",40184.6208333333,2179.08,"United Kingdom"
"1584","493762",40184.6506944444,414.72,"United Kingdom"
"1585","493765",40185.3986111111,1390.52,"United Kingdom"
"1586","493793",40185.4555555556,750,"United Kingdom"
"1587","493794",40185.45625,318,"United Kingdom"
"1588","493796",40185.4604166667,2287.2,"United Kingdom"
"1589","493797",40185.4604166667,306,"United Kingdom"
"1590","493798",40185.4645833333,1377.88,"United Kingdom"
"1591","493799",40185.4666666667,2427.6,"United Kingdom"
"1592","493800",40185.4694444444,854.72,"United Kingdom"
"1593","493801",40185.4729166667,9.9,"United Kingdom"
"1594","493802",40185.4736111111,935.55,"United Kingdom"
"1595","493804",40185.4743055556,332.58,"United Kingdom"
"1596","493806",40185.4798611111,26.05,"Sweden"
"1597","493810",40185.4909722222,93.05,"United Kingdom"
"1598","493812",40185.4944444444,3677.9,"United Kingdom"
"1599","493813",40185.4951388889,392.95,"United Kingdom"
"1600","493814",40185.4993055556,202.73,"United Kingdom"
"1601","493815",40185.5069444444,108.37,"United Kingdom"
"1602","493816",40185.5131944444,212,"United Kingdom"
"1603","493817",40185.5152777778,323.4,"United Kingdom"
"1604","493818",40185.5222222222,360.76,"United Kingdom"
"1605","493819",40185.5236111111,44051.6,"EIRE"
"1606","493820",40185.5256944444,262.05,"United Kingdom"
"1607","493824",40185.5395833333,165.6,"United Kingdom"
"1608","493825",40185.5465277778,200.09,"United Kingdom"
"1609","493826",40185.5527777778,49.2,"United Kingdom"
"1610","493827",40185.5534722222,324.24,"United Kingdom"
"1611","493828",40185.5548611111,316.2,"United Kingdom"
"1612","493834",40185.5638888889,334.35,"United Kingdom"
"1613","493840",40185.5805555556,614.5,"United Kingdom"
"1614","493841",40185.5861111111,699.83,"United Kingdom"
"1615","493843",40185.60625,217.2,"United Kingdom"
"1616","493844",40185.6090277778,140.22,"United Kingdom"
"1617","493846",40185.6270833333,284.52,"United Kingdom"
"1618","493847",40185.6354166667,518.14,"United Kingdom"
"1619","493848",40185.6430555556,158,"United Kingdom"
"1620","493860",40185.6798611111,452.6,"United Kingdom"
"1621","493863",40185.6986111111,2130.3,"France"
"1622","493865",40185.70625,1251.7,"United Kingdom"
"1623","493866",40185.7159722222,439.28,"United Kingdom"
"1624","493872",40185.7729166667,314.46,"United Kingdom"
"1625","493873",40185.7736111111,589.07,"United Kingdom"
"1626","493874",40185.7743055556,302.9,"United Kingdom"
"1627","493875",40185.775,237.45,"United Kingdom"
"1628","493876",40185.7763888889,205.75,"Germany"
"1629","493877",40185.8152777778,2388.82,"EIRE"
"1630","493878",40186.3805555556,508.72,"United Kingdom"
"1631","493880",40186.3909722222,563.98,"United Kingdom"
"1632","493881",40186.4013888889,357,"United Kingdom"
"1633","493882",40186.4180555556,680.22,"United Kingdom"
"1634","493883",40186.4208333333,3528,"United Kingdom"
"1635","493884",40186.4222222222,396,"United Kingdom"
"1636","493885",40186.4229166667,6624,"United Kingdom"
"1637","493886",40186.4375,500.89,"United Kingdom"
"1638","493887",40186.4402777778,760.02,"United Kingdom"
"1639","493897",40186.44375,780.52,"EIRE"
"1640","493899",40186.4465277778,404.55,"Belgium"
"1641","493900",40186.4472222222,780.52,"EIRE"
"1642","493922",40186.4673611111,194.1,"United Kingdom"
"1643","493923",40186.4694444444,702.55,"United Kingdom"
"1644","493925",40186.4756944444,228.3,"United Kingdom"
"1645","493924",40186.4756944444,180,"France"
"1646","493926",40186.4777777778,228.67,"United Kingdom"
"1647","493927",40186.4930555556,358.68,"United Kingdom"
"1648","493929",40186.4965277778,281.25,"United Kingdom"
"1649","493930",40186.4986111111,141.6,"United Kingdom"
"1650","493941",40186.5034722222,382.32,"United Kingdom"
"1651","493945",40186.5055555556,200.45,"United Kingdom"
"1652","493946",40186.5111111111,363.74,"United Kingdom"
"1653","493947",40186.5152777778,284.34,"United Kingdom"
"1654","493948",40186.5263888889,1104.25,"United Kingdom"
"1655","493949",40186.5354166667,174.1,"United Kingdom"
"1656","493950",40186.5548611111,740.63,"France"
"1657","493951",40186.55625,114.6,"United Kingdom"
"1658","493952",40186.5777777778,212.4,"United Kingdom"
"1659","493953",40186.5861111111,328.62,"United Kingdom"
"1660","493954",40186.5902777778,258.39,"United Kingdom"
"1661","493955",40186.5916666667,1190.46,"EIRE"
"1662","493956",40186.5944444444,101.85,"United Kingdom"
"1663","493957",40186.5958333333,304.76,"United Kingdom"
"1664","493959",40186.6152777778,177.35,"United Kingdom"
"1665","493960",40186.6256944444,483.57,"United Kingdom"
"1666","493961",40186.6361111111,354.69,"United Kingdom"
"1667","493962",40186.6381944444,673,"United Kingdom"
"1668","493963",40186.6416666667,465.8,"United Kingdom"
"1669","493964",40186.6868055556,1970.19,"France"
"1670","493965",40186.6902777778,236.8,"United Kingdom"
"1671","493968",40186.6958333333,691.04,"United Kingdom"
"1672","493969",40186.7145833333,1007.78,"United Kingdom"
"1673","493970",40186.7173611111,297.1,"United Kingdom"
"1674","493971",40188.4347222222,152.05,"United Kingdom"
"1675","493972",40188.4423611111,327.6,"United Kingdom"
"1676","493973",40188.4638888889,91.28,"United Kingdom"
"1677","493974",40188.4666666667,241.54,"United Kingdom"
"1678","493975",40188.4770833333,760.24,"Spain"
"1679","493976",40188.4861111111,497.2,"United Kingdom"
"1680","493977",40188.4909722222,275.95,"United Kingdom"
"1681","493978",40188.4965277778,1276.23,"United Kingdom"
"1682","493979",40188.4986111111,147.6,"United Kingdom"
"1683","493980",40188.4993055556,601.8,"United Kingdom"
"1684","493981",40188.5041666667,3654.38,"United Kingdom"
"1685","493983",40188.5090277778,447.36,"United Kingdom"
"1686","493982",40188.5090277778,268.3,"United Kingdom"
"1687","493985",40188.5173611111,328.05,"United Kingdom"
"1688","493987",40188.5256944444,716.43,"United Kingdom"
"1689","493988",40188.5277777778,300.6,"United Kingdom"
"1690","493989",40188.5298611111,1192.9,"United Kingdom"
"1691","493990",40188.5298611111,168.3,"United Kingdom"
"1692","493991",40188.5305555556,238.8,"United Kingdom"
"1693","493993",40188.5326388889,635.88,"United Kingdom"
"1694","493994",40188.5701388889,5520,"United Kingdom"
"1695","493995",40188.5763888889,2699.44,"United Kingdom"
"1696","493997",40188.5770833333,137.79,"United Kingdom"
"1697","493996",40188.5770833333,307.06,"United Kingdom"
"1698","493998",40188.5805555556,305.8,"United Kingdom"
"1699","494000",40188.5951388889,443.48,"United Kingdom"
"1700","494001",40188.5979166667,552.79,"United Kingdom"
"1701","494002",40188.6013888889,290.12,"United Kingdom"
"1702","494003",40188.6416666667,194.25,"United Kingdom"
"1703","494004",40188.6423611111,338.71,"United Kingdom"
"1704","494007",40188.66875,136.15,"United Kingdom"
"1705","494008",40189.3673611111,326.54,"United Kingdom"
"1706","494009",40189.36875,345.18,"Germany"
"1707","494010",40189.3701388889,126.15,"Germany"
"1708","494020",40189.4013888889,249.6,"United Kingdom"
"1709","494021",40189.4118055556,357.17,"United Kingdom"
"1710","494022",40189.4131944444,1980,"United Kingdom"
"1711","494023",40189.4222222222,488.68,"United Kingdom"
"1712","494026",40189.4243055556,365.04,"United Kingdom"
"1713","494027",40189.4263888889,209,"United Kingdom"
"1714","494028",40189.4270833333,306.62,"United Kingdom"
"1715","494029",40189.4333333333,478.77,"United Kingdom"
"1716","494032",40189.4444444444,306.74,"United Kingdom"
"1717","494035",40189.4791666667,521.05,"United Kingdom"
"1718","494036",40189.4798611111,595,"United Kingdom"
"1719","494037",40189.4881944444,565,"United Kingdom"
"1720","494040",40189.4979166667,9.7,"United Kingdom"
"1721","494042",40189.4979166667,975.11,"Spain"
"1722","494045",40189.5006944444,435.88,"Spain"
"1723","494046",40189.5006944444,47.4,"United Kingdom"
"1724","494047",40189.5034722222,473.56,"United Kingdom"
"1725","494048",40189.5048611111,499.36,"United Kingdom"
"1726","494079",40189.5131944444,150.31,"United Kingdom"
"1727","494108",40189.5201388889,858.27,"United Kingdom"
"1728","494110",40189.5201388889,408.42,"USA"
"1729","494113",40189.5208333333,150,"USA"
"1730","494118",40189.5256944444,305.28,"United Kingdom"
"1731","494119",40189.5319444444,559.96,"United Kingdom"
"1732","494120",40189.5333333333,1642.5,"EIRE"
"1733","494128",40189.5493055556,60.3,"United Kingdom"
"1734","494139",40189.5527777778,271.2,"United Kingdom"
"1735","494140",40189.5569444444,117,"United Kingdom"
"1736","494141",40189.5583333333,256.8,"United Kingdom"
"1737","494142",40189.5770833333,165.8,"United Kingdom"
"1738","494143",40189.5861111111,881.2,"Denmark"
"1739","494146",40189.6090277778,152.88,"Netherlands"
"1740","494148",40189.6145833333,803.76,"United Kingdom"
"1741","494149",40189.6194444444,321.52,"United Kingdom"
"1742","494150",40189.6222222222,726.6,"United Kingdom"
"1743","494153",40189.63125,142.35,"United Kingdom"
"1744","494154",40189.6479166667,384.49,"United Kingdom"
"1745","494157",40189.6666666667,463.11,"United Kingdom"
"1746","494160",40189.6958333333,368.1,"United Kingdom"
"1747","494161",40189.7173611111,833.94,"United Kingdom"
"1748","494163",40190.3743055556,95.2,"United Kingdom"
"1749","494164",40190.3916666667,24.45,"United Kingdom"
"1750","494165",40190.3923611111,235.8,"United Kingdom"
"1751","494167",40190.4083333333,133.52,"United Kingdom"
"1752","494169",40190.4263888889,163.4,"United Kingdom"
"1753","494170",40190.4416666667,484.54,"Germany"
"1754","494206",40190.4770833333,495,"United Kingdom"
"1755","494207",40190.4805555556,293.35,"United Kingdom"
"1756","494208",40190.48125,137.7,"United Kingdom"
"1757","494209",40190.48125,260.15,"United Kingdom"
"1758","494210",40190.4819444444,731.52,"United Kingdom"
"1759","494211",40190.4833333333,120.7,"United Kingdom"
"1760","494212",40190.4861111111,690.52,"United Kingdom"
